S,E,I,R,Beta
2571,48,149,7232,5.220855228294947e-06
2569,49,135,7247,5.766763259951271e-06
2567,49,125,7259,6.232956758862486e-06
2565,50,118,7267,9.911785112498762e-06
2562,46,115,7277,1.0182262498727218e-05
2559,45,112,7284,1.0467258415675766e-05
2556,44,109,7291,1.0767971744842142e-05
2553,43,104,7300,3.766308114134201e-06
2552,40,98,7310,1.1995393768792783e-05
2549,42,97,7312,1.6177761240510732e-05
2545,42,97,7316,8.10159398861726e-06
2543,39,91,7327,4.321278407003928e-06
2542,37,87,7334,2.2608679924396575e-05
2537,37,85,7341,2.31862551879246e-05
2532,38,83,7347,0.0
2532,34,80,7354,4.936808846761453e-06
2531,32,79,7358,5.001275325207928e-06
2530,31,75,7364,5.270092226613966e-06
2529,29,73,7369,5.4166192712480435e-06
2528,28,72,7372,5.4940225035161745e-06
2527,26,73,7374,5.420906267109736e-06
2526,24,70,7380,5.6554688383667e-06
2525,21,67,7387,0.0
2525,18,65,7392,2.4371667936024372e-05
2521,20,65,7394,6.102584444512251e-06
2520,17,63,7400,0.0
2520,17,59,7404,6.7258541834813025e-06
2519,17,54,7410,7.351535735815212e-06
2518,14,54,7414,2.2063365987114996e-05
2515,16,52,7417,2.2939287352806238e-05
2512,18,47,7423,1.6939964764873288e-05
2510,14,51,7425,7.81188969611749e-06
2509,15,49,7427,0.0
2509,13,46,7432,8.664460117490079e-06
2508,12,45,7435,0.0
2508,12,40,7440,0.0
2508,11,37,7444,0.0
2508,10,33,7449,0.0
2508,10,32,7450,2.492025518341308e-05
2506,12,30,7452,1.3301409949454642e-05
2505,11,30,7454,1.3306719893546241e-05
2504,11,27,7458,1.4791148976452491e-05
2503,11,25,7461,1.5980823012385137e-05
2502,10,24,7464,0.0
2502,8,22,7468,0.0
2502,6,24,7468,0.0
2502,5,22,7471,1.8167284354334713e-05
2501,5,22,7472,1.8174548362473193e-05
2500,5,22,7473,1.8181818181818182e-05
2499,5,21,7475,3.8110482288153356e-05
2497,6,18,7479,2.2248920927335023e-05
2496,7,16,7481,2.5040064102564102e-05
2495,7,15,7483,2.672010688042752e-05
2494,8,13,7485,0.0
2494,7,11,7488,3.6451119049354813e-05
2493,7,11,7489,0.0
2493,7,11,7489,0.0
2493,6,11,7490,0.0
2493,6,10,7491,0.0
2493,4,10,7493,0.0
2493,4,10,7493,0.0
2493,3,11,7493,0.0
2493,3,11,7493,0.0
2493,3,10,7494,0.0
2493,3,10,7494,
