S,E,I,R,Beta
4079,1758,1806,2357,1.8597266554757276e-05
3942,1728,1822,2508,1.9353067335865104e-05
3803,1714,1814,2669,1.8409420288804667e-05
3676,1679,1841,2804,1.8322823322471643e-05
3552,1625,1871,2952,1.7755596323207226e-05
3434,1583,1882,3101,1.903203385288207e-05
3311,1543,1886,3260,1.5373415457264626e-05
3215,1475,1912,3398,1.8708069522439923e-05
3100,1442,1908,3550,1.6737674984783933e-05
3001,1409,1895,3695,1.7760130967777672e-05
2900,1368,1892,3840,1.7678792738937085e-05
2803,1358,1846,3993,1.8359836562667533e-05
2708,1308,1835,4149,1.5696754796566032e-05
2630,1264,1782,4324,1.6856353991968695e-05
2551,1235,1763,4451,1.245160273250422e-05
2495,1153,1740,4612,1.6815239674751804e-05
2422,1109,1716,4753,1.6842502391635338e-05
2352,1079,1662,4907,1.4325826600194831e-05
2296,1012,1647,5045,1.4015557798044803e-05
2243,956,1616,5185,1.5173719779467916e-05
2188,912,1573,5327,1.5108707147929351e-05
2136,887,1529,5448,1.3472368172877428e-05
2092,840,1511,5557,1.5185010370096666e-05
2044,808,1472,5676,1.6285735556879095e-05
1995,778,1421,5806,1.4462616781221174e-05
1954,744,1402,5900,1.3871103862445374e-05
1916,711,1370,6003,8.762171799521508e-06
1893,653,1348,6106,1.1756573100020222e-05
1863,610,1306,6221,1.3974069059849294e-05
1829,590,1253,6328,1.6581309286362267e-05
1791,573,1196,6440,1.027060236149159e-05
1769,531,1158,6542,1.269220142328394e-05
1743,514,1114,6629,1.0300241746673794e-05
1723,482,1083,6712,1.0182158821313296e-05
1704,455,1059,6782,1.0529022419059526e-05
1685,430,1026,6859,1.272551639567101e-05
1663,406,991,6940,1.0922111389759792e-05
1645,380,950,7025,1.1518157094864822e-05
1627,356,930,7087,1.4539590644434311e-05
1605,334,913,7148,1.1601205160489025e-05
1588,314,865,7233,1.1648054046970778e-05
1572,298,823,7307,1.0048262578105918e-05
1559,286,774,7381,1.3259675834075047e-05
1543,268,737,7452,7.914237801741309e-06
1534,254,701,7511,7.439549014538739e-06
1526,242,659,7573,1.6904758590103358e-05
1509,238,624,7629,1.38060525734482e-05
1496,227,590,7687,9.063717937097797e-06
1488,210,569,7733,8.267664455656971e-06
1481,194,544,7781,8.688485522500695e-06
1474,180,532,7814,1.1477132451209435e-05
1465,165,517,7853,9.242083165545514e-06
1458,151,490,7901,8.398421096833796e-06
1452,140,458,7950,9.02233931213685e-06
1446,130,439,7985,9.451885178498852e-06
1440,126,413,8021,8.407317729351627e-06
1435,120,395,8050,1.5877916464517266e-05
1426,118,370,8086,5.68591031424131e-06
1423,111,352,8114,7.985689644157669e-06
1419,109,328,8144,4.297083139964592e-06
1417,98,306,8179,6.918787274966444e-06
1414,95,294,8197,4.810976724494607e-06
1412,88,281,8219,7.561017410502758e-06
1409,81,267,8243,0.0
1409,71,256,8264,2.7723562810503905e-06
1408,63,237,8292,5.993479094744917e-06
1406,57,227,8310,2.1932435565637512e-05
1399,58,214,8329,1.670084773503103e-05
1394,56,202,8348,1.7756438484594514e-05
1389,52,193,8366,2.238162915878647e-05
1383,55,183,8379,1.185353768832308e-05
1380,50,172,8398,1.2639029322548029e-05
1377,48,161,8414,1.3531982841445756e-05
1374,42,147,8437,4.9510342710592246e-06
1373,40,137,8450,5.316292842674946e-06
1372,36,133,8459,5.4801727350446085e-06
1371,33,123,8473,5.930037418536111e-06
1370,29,112,8489,0.0
1370,25,104,8501,7.018528916339135e-06
1369,24,101,8506,3.61613955405767e-05
1364,26,95,8515,0.0
1364,23,90,8523,0.0
1364,21,85,8530,8.625150940141453e-06
1363,22,79,8536,0.0
1363,21,72,8544,1.0189940490747533e-05
1362,21,66,8551,0.0
1362,20,64,8554,1.1472099853157121e-05
1361,19,62,8558,1.1850868668673414e-05
1360,15,63,8562,1.1671335200746965e-05
1359,16,59,8566,1.2471782591885858e-05
1358,16,55,8571,1.3388673182487616e-05
1357,15,55,8573,1.3398539559188049e-05
1356,16,49,8579,1.5050267894768526e-05
1355,16,44,8585,1.677289500167729e-05
1354,17,38,8591,0.0
1354,14,37,8595,1.996087668170386e-05
1353,13,33,8601,0.0
1353,13,30,8604,0.0
1353,12,28,8607,0.0
1353,12,26,8609,0.0
1353,11,24,8612,0.0
1353,10,22,8615,6.719075455217362e-05
1351,11,21,8617,3.524725952557189e-05
1350,11,21,8618,0.0
1350,9,23,8618,0.0
1350,8,22,8620,0.0
1350,8,21,8621,7.054673721340387e-05
1348,6,23,8623,0.0
1348,6,23,8623,0.0
1348,6,22,8624,3.371998920960345e-05
1347,6,22,8625,6.74900452183303e-05
1345,7,23,8625,0.0
1345,7,21,8627,0.0
1345,7,20,8628,0.0
1345,6,20,8629,0.0
1345,6,17,8632,4.373496610540127e-05
1344,6,17,8633,0.0
1344,6,15,8635,0.0
1344,6,15,8635,0.0
1344,4,17,8635,4.376750700280112e-05
1343,5,15,8637,0.0
1343,5,13,8639,0.0
1343,4,12,8641,0.0
1343,4,11,8642,0.0
1343,3,12,8642,0.0
1343,3,12,8642,0.0
1343,3,11,8643,0.0
1343,2,12,8643,0.0
1343,2,9,8646,0.0
1343,2,9,8646,0.0
1343,2,9,8646,0.0
1343,2,9,8646,0.0
1343,1,10,8646,0.0
1343,1,10,8646,7.44601638123604e-05
1342,2,9,8647,0.0
1342,2,8,8648,0.0
1342,2,7,8649,0.0
1342,2,6,8650,0.0
1342,1,7,8650,0.0
1342,1,7,8650,0.0
1342,1,7,8650,0.00010645092612305727
1341,2,7,8650,
