S,E,I,R,Beta
5806,1139,1154,1901,1.8059367259471615e-05
5685,1145,1171,1999,1.7424913269747422e-05
5569,1140,1206,2085,1.593159479432907e-05
5462,1151,1214,2173,1.4628552400681178e-05
5365,1136,1207,2292,1.6986960963191572e-05
5255,1129,1218,2398,1.2030140971379201e-05
5178,1102,1230,2490,1.6643271878836982e-05
5072,1095,1235,2598,1.4367999591310234e-05
4982,1076,1248,2694,1.5922706358274404e-05
4883,1050,1269,2798,1.4847026406888891e-05
4791,1045,1251,2913,1.2012931921213185e-05
4719,1018,1250,3013,1.3223140495867768e-05
4641,992,1252,3115,1.3768102473233088e-05
4561,946,1300,3193,1.5684819455922285e-05
4468,944,1295,3293,1.244370089490949e-05
4396,916,1312,3376,1.3870702856255132e-05
4316,912,1282,3490,1.2108918091663425e-05
4249,878,1273,3600,1.3865838216727489e-05
4174,857,1286,3683,1.0991541356885288e-05
4115,827,1264,3794,1.345801867203962e-05
4045,819,1239,3897,1.3767632296470997e-05
3976,808,1183,4033,1.530739806548505e-05
3904,796,1197,4103,1.2839475738526644e-05
3844,779,1167,4210,1.136883441359552e-05
3793,734,1175,4298,1.4135782039703597e-05
3730,724,1162,4384,1.1997434394798651e-05
3678,710,1145,4467,1.2110245980466885e-05
3627,709,1090,4574,1.2647245556390274e-05
3577,685,1081,4657,1.525834314565485e-05
3518,660,1075,4747,1.2692200906963524e-05
3470,645,1047,4838,1.0734663881159013e-05
3431,623,1046,4900,1.3653490027100785e-05
3382,603,1026,4989,1.0663033166067807e-05
3345,576,1004,5075,7.4440652933855014e-06
3320,534,995,5151,9.384270751347097e-06
3289,511,977,5223,9.336042445383374e-06
3259,500,940,5301,1.273070319181579e-05
3220,490,930,5360,1.2355573365391037e-05
3183,488,913,5416,8.258550438580644e-06
3159,479,870,5492,9.460290430916229e-06
3133,467,848,5552,9.033478069726406e-06
3109,438,833,5620,8.10874365828673e-06
3088,416,813,5683,9.559681089038869e-06
3064,403,787,5746,1.244107079466925e-05
3034,393,752,5821,5.6978358742759364e-06
3021,371,718,5890,9.681532890933382e-06
3000,354,699,5947,8.583690987124463e-06
2982,350,664,6004,9.090688710576713e-06
2964,330,653,6053,9.816625436839831e-06
2945,315,621,6119,6.014725140730898e-06
2934,292,611,6163,9.483040418949568e-06
2917,273,596,6214,7.477573032880614e-06
2904,246,588,6262,8.784505537752291e-06
2889,245,557,6309,9.942995563559667e-06
2873,231,537,6359,8.426232547165837e-06
2860,221,525,6394,7.326007326007326e-06
2849,213,508,6430,9.673238019694712e-06
2835,211,483,6471,8.763569840174395e-06
2823,205,466,6506,1.292266620449131e-05
2806,205,440,6549,1.2149290481435884e-05
2791,205,424,6580,5.915239685512057e-06
2784,193,409,6614,5.269370204873114e-06
2778,178,398,6646,9.948952827492393e-06
2767,178,377,6678,5.751759798841787e-06
2761,169,363,6707,1.3968668277054566e-05
2747,163,346,6744,1.4729678829874313e-05
2733,157,341,6769,8.584123877491675e-06
2725,147,327,6801,8.97791992817664e-06
2717,145,314,6824,4.68857324371907e-06
2713,137,310,6840,1.18901822764943e-05
2703,130,305,6862,1.0916831935372355e-05
2694,129,293,6884,7.6012678914843e-06
2688,119,287,6906,1.1666251866600299e-05
2679,112,283,6926,1.055190415705454e-05
2671,113,275,6941,5.445696198223342e-06
2667,107,253,6973,1.4820281852120263e-05
2657,101,256,6986,8.821038765525028e-06
2651,95,253,7001,1.0436810331845839e-05
2644,92,245,7019,6.174935935039674e-06
2640,85,237,7038,1.1187827643523846e-05
2633,83,224,7060,1.3564103955292714e-05
2625,83,217,7075,1.053324555628703e-05
2619,78,211,7092,3.6191954890347424e-06
2617,71,204,7108,1.1238733169997078e-05
2611,68,195,7126,5.892231093303479e-06
2608,64,190,7138,6.054246044559251e-06
2605,64,180,7151,6.397952655150352e-06
2602,60,169,7169,4.5481627696492e-06
2600,57,164,7179,1.1726078799249531e-05
2595,59,161,7185,9.574073409207864e-06
2591,58,158,7193,9.770920762718074e-06
2587,57,149,7207,7.782848159226696e-06
2584,54,149,7213,5.194589315768696e-06
2582,51,144,7223,1.0758240812462347e-05
2578,51,136,7235,2.8521881987861086e-06
2577,46,132,7245,1.1759033877776602e-05
2573,43,129,7255,9.038404179358092e-06
2570,41,122,7267,9.568157172928493e-06
2567,41,117,7275,0.0
2567,38,111,7284,3.5095477245847326e-06
2566,32,106,7296,0.0
2566,28,102,7304,0.0
2566,26,93,7315,1.2571342367938049e-05
2563,25,87,7325,0.0
2563,24,78,7335,1.0004301849795413e-05
2561,23,77,7339,1.0142142121837553e-05
2559,25,68,7348,1.724019033170126e-05
2556,23,67,7354,5.839347861630813e-06
2555,22,64,7359,0.0
2555,18,63,7364,2.4850122697480818e-05
2551,20,56,7373,2.100016800134401e-05
2548,21,55,7376,2.1407164264307123e-05
2545,22,53,7380,1.4827445601808948e-05
2543,20,50,7387,7.86472670074715e-06
2542,21,47,7390,8.370021929457456e-06
2541,21,44,7394,0.0
2541,17,43,7399,0.0
2541,17,41,7401,1.9197358443478176e-05
2539,19,37,7405,1.0644752669171731e-05
2538,16,38,7408,1.0368711376550123e-05
2537,16,36,7411,1.0949064949853282e-05
2536,16,36,7412,0.0
2536,16,36,7412,0.0
2536,16,35,7413,1.1266336187471835e-05
2535,16,34,7415,0.0
2535,15,34,7416,1.160227404571296e-05
2534,12,37,7417,0.0
2534,10,36,7420,0.0
2534,10,32,7424,2.4664561957379637e-05
2532,9,34,7425,1.1616020815909303e-05
2531,8,33,7428,1.1972750020952312e-05
2530,9,32,7429,1.2351778656126482e-05
2529,9,30,7432,2.6360880453407144e-05
2527,9,30,7434,0.0
2527,8,28,7437,1.4133077053536096e-05
2526,9,25,7440,3.1670625494853524e-05
2524,7,27,7442,2.9347889886717146e-05
2522,9,23,7446,3.4479191807744024e-05
2520,10,20,7450,0.0
2520,9,20,7451,0.0
2520,8,19,7453,2.0885547201336676e-05
2519,9,17,7455,0.0
2519,8,17,7456,4.6703874086355464e-05
2517,10,16,7457,0.0
2517,8,17,7458,2.337049241627521e-05
2516,8,17,7459,2.3379781165248292e-05
2515,9,16,7460,
